ticker,status,error,forecast_completed,evaluation_completed,forecast_revenue,forecast_cogs,forecast_sga,forecast_net_income,forecast_ebit,forecast_cash,forecast_equity,forecast_total_assets,avg_smape,median_smape,is_avg_smape,is_median_smape,bs_avg_smape,bs_median_smape,actual_revenue,actual_net_income,actual_equity
CCI,evaluated,,True,True,6976003578.585743,1978582880.045806,532618522.7598053,1825736421.7451334,2717199841.3981495,,6704736421.745133,,36.62513983874852,6.879102305279576,33.49536803154849,6.02485928504674,39.36369017004854,18.070445564801997,6568000000.0,-3903000000.0,-133000000.0
LLY,evaluated,,True,True,40798776542.49617,8467478855.977633,8298899245.306818,19783264513.47044,22088102179.38206,3369918373.3103504,27140361842.44815,83761314162.50278,26.036648931093396,9.576999694518008,16.52283829755824,9.576999694518008,32.696316374568,10.919453016115853,45042700000.0,10590000000.0,14192100000.0
NI,evaluated,,True,True,5180567661.436434,2849528643.21608,51805676.61436434,549212965.9212339,1259706456.0163994,2112915796.6704268,8412583156.196075,32470089460.194122,34.80892213184487,17.24291280794177,34.66934854636379,17.873257209509845,34.906623641681605,14.88503754578266,5455100000.0,760400000.0,8684200000.0
TFX,evaluated,,True,True,3169994568.7365394,1414814998.3687088,1155480881.36362,173504211.65919828,347108454.2734976,310391717.1078483,4551794638.862005,8164820469.4312,34.8373291548251,8.35020152811537,40.945827435581286,7.6945579555152275,30.561380358295754,10.534395954318832,3047324000.0,69675000.0,4278140000.0
CRM,evaluated,,True,True,37103574815.038506,9893655443.15265,16007366450.249132,5994933108.093012,7906552921.636724,,64353933108.09301,,19.558555216643153,14.675136699179044,27.05507172044518,19.976105600670614,13.132969641955706,10.885766254165661,34857000000.0,4136000000.0,59646000000.0
WMT,evaluated,,True,True,652416642260.0278,494920238652.1962,135694003813.15538,4011798403.734524,10215028275.284264,9205291669.72208,75481985560.9056,252730624001.6787,20.021276109825532,4.190390076432941,25.439255430628812,3.542274948432795,16.228690585263234,5.564669717698248,648125000000.0,15511000000.0,83861000000.0
MLM,evaluated,,True,True,7454590001.623114,5229322837.201754,456493264.08050644,776130957.0785885,1272240453.5780704,1399179354.000974,8575521960.538796,15005435975.912182,33.03247667417706,19.16237074489451,37.00215227097086,17.167989291519262,30.253703756421395,19.37053504668814,6536000000.0,1995000000.0,9453000000.0
BLDR,evaluated,,True,True,12862506230.80593,8339362351.809247,2885875562.9659724,554889278.3427908,1010294823.5416615,801962959.9948777,4825073778.342791,10184355594.985786,37.29020527477937,22.582114990955322,25.196400020353916,24.180610211495964,45.75586895287719,18.8983254814516,16400492000.0,1077898000.0,4296470000.0
FTV,evaluated,,True,True,6314754293.904595,2572835772.52519,2561591588.9935975,635167255.1673472,960426932.385808,2408922088.077073,10837129225.50633,17209463447.038574,42.05204674201506,9.03214710561392,48.834362231047685,26.937831919711737,37.30442589969222,8.238087412015602,6231800000.0,832900000.0,10188600000.0
CSCO,evaluated,,True,True,63013208759.23735,23487063056.42299,10922672769.943945,24084336549.853146,27560972932.870415,25047682938.68951,61707982841.75968,122341927990.97667,49.99363551939921,21.252208355620514,49.024026209012,47.30990144988053,50.672362036670265,19.377885621872316,53803000000.0,10320000000.0,45457000000.0
ALB,evaluated,,True,True,12635147471.020767,11077092067.364344,1308192983.5397148,-484506862.1779524,-334171306.8840542,1169156742.8140364,8818172775.905842,22789682961.264275,59.99926412796831,59.95396716320006,72.11851890086585,70.30352945083521,51.51578578694002,34.95674533528577,5377526000.0,-1179449000.0,9961517000.0
SOLV,evaluated,,True,True,8264552152.521525,3532876752.767528,3025731488.314883,,1086249445.9349446,,,,30.224246784187844,11.037062586384552,7.711434050816192,7.288348230642483,43.088711203257354,23.635282854921165,8254000000.0,479000000.0,2959000000.0
KR,evaluated,,True,True,159407885849.385,125239990717.10373,1594078858.4938502,27683601175.505444,28888681383.353104,27012967404.539032,36800883350.732025,75305635950.45224,46.9157040590893,11.723646130386301,37.330911120394056,7.080992121831475,53.625059116175976,12.580917520791843,150039000000.0,2164000000.0,11615000000.0
HAS,evaluated,,True,True,4274251863.677498,1823303770.0411496,306176297.23222977,1814851165.1648324,1977621796.4041185,1996728716.516276,2876751165.164832,6322598337.373444,50.82528333582532,15.978624599849084,55.455707872260504,21.88033815590347,47.583986160320705,14.673766588273127,4135500000.0,385600000.0,1157600000.0
GOOG,evaluated,,True,True,334084314712.41284,144908911199.42297,30340968964.346832,131708959608.74997,144877485214.1343,,415087959608.75,,10.150493474644291,8.523780618758938,14.592636353675278,9.252788092637266,6.2636184554921766,2.8395024007880503,350018000000.0,100118000000.0,325084000000.0
NWS,evaluated,,True,True,6181236783.822821,3708742070.293692,1236247356.7645643,558955636.5038518,809604070.1914179,2850285252.6736875,8581340869.248635,17139110594.560484,41.362397573276745,28.694370461629912,30.6861938506269,28.694370461629912,46.70049943460165,29.306291051905088,8252000000.0,266000000.0,8120000000.0
BA,evaluated,,True,True,90858552065.81792,81837400612.53903,6035902474.177276,-1055199461.0413024,1198533895.768276,14822298432.620707,-18288199461.0413,142344785113.56024,48.86613663383336,18.3578081935247,65.12655756304677,18.931186284393185,37.483841983383954,13.214668521439929,66517000000.0,-11817000000.0,-3908000000.0
SYF,evaluated,,True,True,15906726828.850437,9544036097.310263,615164382.3882132,,,,,,8.138789561514985,7.593009626811447,8.684169689817674,8.684169689817674,7.775202809313192,7.593009626811447,16125000000.0,3499000000.0,16580000000.0
TDG,evaluated,,True,True,7987147725.179592,3327068520.9062448,933956529.7476517,1601824702.2517776,3309344483.695461,4008697409.6776104,-439131417.8406012,21274651018.1505,40.15261801189752,12.946706371482353,8.1314937076877,6.766057184630061,62.567405024844405,30.67032347867397,7940000000.0,1714000000.0,-6290000000.0
ZBRA,evaluated,,True,True,3634847950.1816297,1951431240.2698495,460699532.9527764,855711395.5899491,1028873858.9866534,1031203680.0273564,3802911395.589949,7804998011.299038,40.515550535103905,27.285236878317274,43.18872464891505,31.248277769107855,38.64432865543611,16.588044723341326,4981000000.0,528000000.0,3586000000.0
ABT,evaluated,,True,True,36852722172.58837,16515686779.831858,14384956452.019335,1148339222.2180657,2357948619.846545,6336143312.028956,36815959444.34413,70042883405.9527,40.04533520001103,13.206378545229535,59.76113579186777,12.936806462720707,26.244274785711305,14.376085566834107,41950000000.0,13402000000.0,47664000000.0
CMS,evaluated,,True,True,6477599348.534203,3993159609.1205215,1412363192.1824107,-933982471.7724154,-230479698.09079194,197053745.928339,5996429714.607513,35481564971.72172,43.29262811788278,14.827847573216916,63.95463613747309,14.827847573216916,28.829222504169554,15.927342739514588,7515000000.0,1003000000.0,8230000000.0
VRSN,evaluated,,True,True,1564564257.140852,206743371.4646642,102585788.4763843,968199569.0531104,1210876986.8319104,,-858080430.9468896,,31.029299532732512,18.137508758034546,13.458386145157878,12.616537008843792,46.403848746860305,19.610813963193756,1557400000.0,785700000.0,-1957900000.0
CE,evaluated,,True,True,12372955649.746717,9429006512.974258,1566411661.3253384,-33767164.61049247,637428420.919857,2041424583.893311,6741604535.495104,27838440948.599678,41.38618466770309,18.47843329680574,65.08724236454341,17.345772467140097,24.795444279914868,21.702958728592247,10280000000.0,-1522000000.0,5175000000.0
IPG,evaluated,,True,True,10850935640.293564,9043127292.776222,330332084.2255532,693534177.6164339,1229131707.4403079,,4075107056.0812526,,15.141942400055996,5.1609272586321415,6.690327987156469,4.161875776389834,22.53710501134308,6.099309562701503,10691700000.0,689500000.0,3797400000.0
UNH,evaluated,,True,True,426030536842.6898,321755532752.14246,67179525052.28867,22178361099.800716,32605016952.950634,,103413588684.29376,,12.178703691415034,8.66619585361797,17.595351411102538,10.316213771683515,7.43913693668847,6.735946649911174,400278000000.0,14405000000.0,92658000000.0
AWK,evaluated,,True,True,4727520042.194094,1920485232.0675108,1127726793.2489452,224379590.12994024,908276221.1256534,368465189.87341785,9408930809.642136,32009960238.1842,24.681391539897778,6.627326373127553,26.01962804735513,3.3074223256032256,23.744625984677633,7.989578416999651,4684000000.0,1051000000.0,10332000000.0
WELL,evaluated,,True,True,7265751872.962888,4427684172.737578,200862051.48917913,,2461721148.73613,,,,39.50383776114867,12.283923481182773,48.62656282618484,12.283923481182773,33.42202105112455,9.164956837857078,7853618000.0,951680000.0,31956208000.0
PCAR,evaluated,,True,True,42815651473.12428,33515081873.163143,2052695008.622574,4289813464.310864,6351757734.664937,8753541798.838987,17848658994.92582,48887493252.71359,25.046677242519202,13.35595722324162,30.9350295539925,13.35595722324162,20.9248306244879,15.386311735318786,33663800000.0,4162000000.0,17506900000.0
FANG,evaluated,,True,True,7269383336.817897,3086807338.4904876,130759983.27409574,1265315043.091515,2091598665.8382795,507348735.1034914,16855547145.234697,30112920042.300125,58.75116930291398,64.87754779034725,49.206211387565155,41.04021432381675,65.43263984365815,72.22831293426347,11023000000.0,3338000000.0,37736000000.0
NWSA,evaluated,,True,True,6181236783.822821,3708742070.293692,1236247356.7645643,558955636.5038518,809604070.1914179,2850285252.6736875,8581340869.248635,17139110594.560484,41.362397573276745,28.694370461629912,30.6861938506269,28.694370461629912,46.70049943460165,29.306291051905088,8252000000.0,266000000.0,8120000000.0
ZBH,evaluated,,True,True,7878239404.025994,2220209795.5301948,1891514756.6967824,2487728838.903092,2736314851.799018,1818211412.515707,14079198588.254864,22123471208.6799,39.238015070500985,7.3751293429253915,30.335516008142275,6.755985036709246,45.469764414152095,10.708581696193662,7678600000.0,903800000.0,12468100000.0
TEL,evaluated,,True,True,15790747251.397333,10812436951.047232,2341923223.3892264,1373288475.3592806,1800761621.3959746,1940540422.0426846,12353963104.683828,21988563016.27412,34.21976146863963,5.742603119078852,43.44202413599622,5.444605055135585,27.76417760149001,6.368003396895154,15845000000.0,3193000000.0,12355000000.0
DELL,evaluated,,True,True,103417043993.39902,80483553020.34645,17099532743.065506,661638145.1931295,2729458229.9870605,8700897328.972202,-2883530648.6231565,88366344242.28897,20.53139012427016,15.629570746144543,28.186935316490253,8.801229044764773,15.17250848971609,17.833199596087688,88425000000.0,3388000000.0,-2227000000.0
VLTO,evaluated,,True,True,5176681930.184805,2185733059.5482545,1815601848.0492814,412324862.4453618,1083063621.7775524,1022727130.1381235,1795324862.4453619,6085808041.299172,32.81024376378656,7.741868311390195,40.310784053268904,16.776034236804563,27.55986556114891,7.556571013231769,5193000000.0,833000000.0,2038000000.0
A,evaluated,,True,True,6818032856.308411,3360622663.5514016,2110367260.5140183,,1034161114.0611725,,,,15.286096760415836,19.538773841500156,9.863910452992236,8.397743956287789,18.384488936086463,20.06578947368421,6510000000.0,1289000000.0,5898000000.0
FOX,evaluated,,True,True,15915097252.039501,9549058351.2237,3183019450.4079003,1843475627.0281994,2677597958.976683,5007781743.098571,11914039112.505379,23185664947.17797,30.542804162922007,14.769976655843598,17.45071026411089,16.263984206073133,37.08885111232756,12.688316232469116,13980000000.0,1501000000.0,10714000000.0
AMT,evaluated,,True,True,10392948850.229124,2658909977.8132577,1403829730.2341013,1933603830.7528055,3441052932.3827534,,4648503830.752806,,25.192816755826687,10.568773195000823,38.971852319116145,15.346219515319065,13.136160637948407,9.55208502826192,10127200000.0,2255000000.0,3382200000.0
EXPD,evaluated,,True,True,5066522589.167869,4388011013.684735,50665225.89167869,428273003.1481138,561020364.7427447,,2706567373.516001,,49.08870233739527,41.27382083579056,70.22190006964512,70.64503904245832,30.597154321676665,16.532851397304288,10600515000.0,810073000.0,2223012000.0
TRMB,evaluated,,True,True,3925175227.8105702,1514706180.1267579,602410603.0519816,1274912790.2680027,1644808444.6318307,963812090.1228569,5681622790.2680025,13664599945.056286,34.57242284652092,19.504609653285172,50.549020021768634,16.513953415791562,22.146180599106035,22.495265890778782,3683300000.0,1504400000.0,5745300000.0
FDX,evaluated,,True,True,86918513399.34981,68440556238.771484,1016162310.7194798,11016274279.418352,13030749222.482418,15176546097.37109,35882360008.63947,96170936948.84506,28.117542250850505,3.3045394239299077,20.565826297170474,3.3045394239299077,33.403743418426515,3.9781200353090003,87693000000.0,4331000000.0,27582000000.0
ZTS,evaluated,,True,True,9034645544.554457,2708067326.7326736,373271287.1287129,4556617911.869837,5386171377.379919,5398927916.430586,8786329359.362741,18205288366.73649,29.447469099907458,12.47863967791278,14.489950212491525,12.47863967791278,39.917732321098605,10.352214325603038,9256000000.0,2486000000.0,4770000000.0
RSG,evaluated,,True,True,16575473688.10599,9905410036.266747,1685791577.2333655,2221395152.5110564,3302572934.022708,407310595.8462386,12021205636.382025,33880325502.3894,26.25169536838447,5.903620324043289,8.409566607820349,5.76887259446208,38.74118550077936,7.296953355599566,16032000000.0,2043000000.0,11405000000.0
DHI,evaluated,,True,True,37557944090.800476,27654451732.37754,3440972148.148148,,6430220210.274788,,,,20.35056852813268,4.503330132299421,24.936263820301466,3.269081370786095,17.730171218321946,4.964948747042624,36801400000.0,4756400000.0,25312800000.0
YUM,evaluated,,True,True,7318002923.121894,3702437883.6597486,1233801227.7111955,1505228041.390073,2224924815.410124,,-7169953845.40238,,12.429658744105495,4.1400581268906045,11.802884773715112,4.373132422269116,12.97808596819708,4.079685743689893,7549000000.0,1486000000.0,-7648000000.0
T,evaluated,,True,True,124138570858.28342,50823321357.28542,48316782435.12973,-564131217.141655,6204483868.875107,6815920159.680637,88332868782.85834,409853369599.9798,39.296041413916235,5.456935815111341,59.32369556348395,3.203223002659189,25.276683509218834,6.549464509219515,122336000000.0,10948000000.0,104372000000.0
NFLX,evaluated,,True,True,35971563377.83809,21029753097.077103,2835078871.006546,5346888921.837967,11361009409.75444,,24312804921.837967,,38.173066449470745,8.081366994821982,53.15483003945577,8.081366994821982,25.064023308233857,8.061598288502271,39000966000.0,8711631000.0,24743567000.0
F,evaluated,,True,True,196405527632.4364,178391478523.57062,11929848611.576838,-2089678116.1681032,-674351978.6842041,27714436197.068146,36336321883.831894,294277341598.1027,33.750288551332886,14.789213720624408,65.98767803862323,14.789213720624408,11.184115910229647,12.495662256493063,184992000000.0,5879000000.0,44835000000.0
DRI,evaluated,,True,True,11422009225.337486,9124821630.32191,128837667.70508826,1524405363.483394,1764750478.5412273,845404665.0865686,3118091950.385157,10861311745.731483,34.71009036794718,13.0400896748654,16.726831427643454,11.460061415179906,47.29837162615978,23.260213836006372,11390000000.0,1027600000.0,2242500000.0
AVY,evaluated,,True,True,7739704898.6094055,5632274760.213733,1089941585.0784907,415615970.13045716,702504317.5036514,198945106.368856,2372970335.4718914,8150663084.13493,19.11667868185565,11.310344759632482,21.27345228921965,12.31852273570132,17.606937156700845,7.735077493678835,8755700000.0,704900000.0,2312300000.0
WFC,evaluated,,True,True,91736558855.95956,55041935313.57574,917365588.5595957,-7363108670.564346,29415909786.721825,,170072406062.1987,,42.89696031180624,15.82869324471764,74.8811549583827,16.511385927157665,15.48193632902644,13.263141353028994,82296000000.0,19722000000.0,179120000000.0
BDX,evaluated,,True,True,19887354742.97827,11500007631.160572,5898861261.261262,-453692752.46161604,-6925992.424267769,1453669952.3052464,24414034622.46812,49928621525.24286,37.26347825231482,13.408949661602161,62.417917646246146,8.759414577019959,19.6553706765629,14.364329965458033,20178000000.0,1705000000.0,25889000000.0
SWK,evaluated,,True,True,14695063384.944004,11033100260.216908,3064237922.6312003,-517095601.673887,21292203.073330283,418472824.15001714,8539004398.326113,22927366065.86224,34.220184766746335,7.673726646557087,60.63314037170789,7.673726646557087,15.73111584327325,7.166354898708693,15365700000.0,294300000.0,8719900000.0
NEM,evaluated,,True,True,11709890390.264372,8730867310.113302,296415274.86361724,-987186422.332846,-606670805.6044183,2976049013.84809,28039813577.667152,57448530163.439606,44.383619572419036,23.548578895624352,76.97181037954168,39.4316667306948,21.571886007433186,15.11667521471296,18682000000.0,3348000000.0,29928000000.0
DLR,evaluated,,True,True,6393703868.832742,3032885082.7482386,524210171.20725065,1245409072.3324256,2129480614.8772526,,19414105072.332424,,29.677172103036032,13.78629341198052,50.372189369624195,18.507567546502,11.569031994771393,10.596982714457953,5554968000.0,602490000.0,21340397000.0
NRG,evaluated,,True,True,26337549662.365658,24238623402.973717,3096761468.47161,-2861017196.889098,-1968835209.079669,494348762.00741863,44982803.11090183,23526129187.75493,54.21748723207089,16.754166503909175,67.98471687182075,19.028815964679836,44.580426484245976,15.800404601478569,28130000000.0,1125000000.0,2478000000.0
GWW,evaluated,,True,True,17830607039.66378,10801378775.939062,4253678618.334647,1794138229.4666972,2531229076.462281,1407458509.9323518,4445681215.892036,9401517997.385576,20.006548272383977,6.137278525034829,6.562886985818893,3.786476638415068,29.41711117297953,7.115875083014643,17168000000.0,1909000000.0,3358000000.0
HII,evaluated,,True,True,12288695766.20457,10522745597.602098,1096476957.6620457,117369326.99671338,314695624.73353004,461335706.2570251,3975136166.374952,11780244643.367428,25.313111884974923,15.990115658942866,28.71143866764526,11.933156076455335,22.934283137105687,17.534410617840265,11535000000.0,550000000.0,4666000000.0
ALLE,evaluated,,True,True,4073578238.943733,2308933781.594792,965840178.4895626,492903002.7933854,669345386.7310988,522307980.0727406,1623950863.0553942,4548050384.559315,19.66189557016345,9.48352789984838,11.61717400327901,9.302099007210941,25.293200666982553,10.44635607208677,3772200000.0,597500000.0,1500700000.0
CMCSA,evaluated,,True,True,121717173149.29959,36805898721.04228,7980518434.944454,52250064931.75607,61509317838.85669,,121295856738.08754,,21.93985835087312,4.099058163340223,25.51873578434252,4.079038764319322,18.808340596587392,6.98363844218397,123731000000.0,16192000000.0,85560000000.0
AMTM,evaluated,,True,True,8058653595.62272,7257399035.956227,609650208.4418968,-781295648.7754043,41104351.224595666,,-406295648.77540433,,61.775901231405136,45.1618007827653,69.48037942556553,50.06226650062266,55.034482811514806,36.799259890544384,8388000000.0,-82000000.0,4460000000.0
FDS,evaluated,,True,True,2358784363.761001,1100752388.5889194,546376285.9256399,395539703.4813689,597683689.2464418,,1851986542.0823863,,23.192316782854398,16.404422341198725,18.927198547422496,19.44930841548688,26.92429523885732,15.854863770520534,2203056000.0,537126000.0,1912460000.0
JNPR,failed,Missing financial statements from Yahoo Finance.,False,False,,,,,,,,,,,,,,,,,
MSFT,evaluated,,True,True,226499052932.8693,70395711126.24199,24325281106.571842,94752813528.58972,114364017716.93803,89313133329.184,281278436641.68054,483474717826.5408,34.870277726712104,11.056052863196577,14.289107493373084,7.897419740412439,49.27709689004941,17.947553234136706,245122000000.0,88136000000.0,268477000000.0
ULTA,evaluated,,True,True,12074666423.86433,7290836635.785722,2833149802.4618316,1204431848.6928809,1691804393.6056552,947255267.2674568,2791520448.6928806,6090990692.713367,28.835827030124815,10.757792616414532,22.843389712739086,6.93851670519865,33.03053315229482,16.06446191583631,11207303000.0,1291005000.0,2279328000.0
ABNB,evaluated,,True,True,11709356947.255627,2010793070.6036434,2081637218.716514,7486285572.7782545,7569528974.537786,,14213685572.778255,,46.108377761567546,20.86504296925887,72.16450435111408,31.321493593487002,23.309266995714324,18.369324709695107,11102000000.0,2648000000.0,8412000000.0
PPG,evaluated,,True,True,16895258357.88395,10067252209.555527,3735431151.5306773,1916271281.5229597,2595390969.8552384,2230802932.4736967,9008056856.571693,23927741921.094887,28.101598680520006,9.66630124411424,13.001344669426285,8.439790533427516,38.67177648828561,21.958529462549897,15845000000.0,1116000000.0,6785000000.0
COR,evaluated,,True,True,288091537706.6885,278246320735.23016,6894116510.234291,1217713782.107827,1970175279.8505063,3905162119.8538523,1330056503.599215,69973583270.04529,24.281367664220337,8.403467365213102,7.869024549484782,7.19756263757846,35.77000784453522,12.465302842161867,293958599000.0,1509120000.0,645938000.0
MPC,evaluated,,True,True,124068500622.70009,110266853008.96576,2541088519.213538,4583690094.858328,8000736605.3016205,9770437086.91898,28146704906.101093,85718530101.30905,35.30227822964943,18.885355017526926,23.535028113549014,16.10226549380225,43.539353310919715,19.682633825837158,138864000000.0,3445000000.0,17745000000.0
MGM,evaluated,,True,True,19903503659.23107,10532246352.209734,5788053858.8764715,2203280243.330341,2776677697.3018355,4556572676.276876,6014450243.330341,44434124034.60106,40.64365055372742,18.142044304655027,42.812318707618545,18.142044304655027,39.125582846003624,14.038942765838524,17240545000.0,746558000.0,3023481000.0
ERIE,evaluated,,True,True,3840804872.701408,2304482923.620845,855552210.2692128,,623456751.9602796,,,,12.676913072974557,5.015209497260019,5.787708336388725,5.922926700495721,16.810435914926053,4.1074922940243175,3862404000.0,600314000.0,1987258000.0
AAPL,evaluated,,True,True,372551254856.3632,208140177834.18878,53311031412.935425,79330483537.4618,99143992590.26805,78824166946.60141,126874218324.99326,388795846480.7219,33.888588648366415,13.035953112237063,15.588921878234842,6.172267293724424,44.86838871044536,14.409714851284054,391035000000.0,93736000000.0,56950000000.0
CTAS,evaluated,,True,True,9894734069.063318,5210586091.463333,2660855296.5106826,1078788705.9146624,1581134114.3318532,421682388.18720245,4451988398.274892,9108065324.256054,20.055470349106766,5.27526690358183,7.320917100700605,3.0589885595604365,28.969657622991075,9.989983265610396,9596615000.0,1571592000.0,4316372000.0
CL,evaluated,,True,True,21070565425.502308,8805302332.053207,7841494796.014915,2513864892.695795,3820565604.1441917,1046110202.0370679,869251447.3176441,17188410008.108383,14.08467874064141,6.98938546137269,6.5694997820455825,4.709878847121728,19.34530401165849,7.3837891447148625,20101000000.0,2889000000.0,212000000.0
AMAT,evaluated,,True,True,27269780453.752182,14534216055.846424,798029552.0651542,10208851479.351818,11326067857.71004,14404346951.902351,25533391709.236877,40329536312.10236,24.07850317560478,4.64746159417462,14.167954396004538,4.64746159417462,31.015887321324946,5.744917928289813,27176000000.0,7177000000.0,19001000000.0
GS,evaluated,,True,True,45169059769.87227,27101435861.92336,614246088.8841972,-49827052406.83337,14068610075.117918,,63910065167.094345,,63.42803767430866,22.00754761182067,78.34738316213299,25.63997227148664,52.23852855844042,22.00754761182067,53512000000.0,14276000000.0,121996000000.0
AEP,evaluated,,True,True,18347091997.759617,7591760155.808447,7145800064.156419,-1618757145.6230237,279130002.2901192,319053806.3596325,21943156429.272953,100222285719.08006,45.8047167805728,7.361069088052477,82.46933515692633,7.219679792733339,20.13948391712531,8.675137774170041,19721300000.0,2967100000.0,26943800000.0
TT,evaluated,,True,True,19541233374.813183,13066547211.365896,3275590732.692584,2012490929.5726428,2797492136.698326,1212242584.5170145,8219908162.706717,20913453985.656387,21.350236416896962,8.201542912246866,8.306859309431998,5.685838773113763,30.480600392122433,8.964541146640688,19838200000.0,2567900000.0,7457400000.0
INCY,evaluated,,True,True,4023354950.1495743,277611729.97980636,1264276478.5315652,2136915436.6801777,2397571605.119253,5132032050.356416,7147472736.680178,9497180996.969833,42.72402354294962,11.696653896090764,33.328416872532856,6.183165661278769,49.30094821224135,22.03874864599412,4241217000.0,32615000.0,3447628000.0
CDNS,evaluated,,True,True,4696605817.809271,499565546.5778032,792705948.5152951,2944959709.1868644,3255315111.099983,3262194254.3042903,6036887509.186865,8357909874.529219,45.799219818884076,22.676271258783036,36.51603129089401,25.793852134262714,53.01947756287635,22.149734089755693,4641264000.0,1055484000.0,4673578000.0
ORLY,evaluated,,True,True,17351122777.216434,8457547736.463089,5397095969.756125,2076971818.6458685,3043533326.155637,649522219.310065,-366280481.35413146,15427984748.41457,30.746263568855557,3.773642342737663,6.575451490028949,3.773642342737663,47.66583202403418,5.390985233137777,16708479000.0,2386680000.0,-1370961000.0
BX,evaluated,,True,True,6882891225.735604,4129734735.4413624,1214455492.0971668,,1496318130.6206975,,,,29.789144360441355,16.383005115285865,24.901212680838512,16.383005115285865,32.23311020024277,17.92682565462134,10930540000.0,2776508000.0,8212321000.0
WRB,evaluated,,True,True,13076052264.50027,7845631358.700162,2615210452.9000545,1961765686.9607835,2610942422.9000545,,8915632847.8978,,24.91250552407273,3.4192650378642946,43.70402112083606,4.5957454570996985,11.489994383527492,1.401953554995294,13691128000.0,1756115000.0,8395111000.0
MS,evaluated,,True,True,51128159510.057755,30676895706.034653,906173391.7546304,-22695194691.055443,19533590412.26847,,71594561497.17558,,85.60924012658396,44.207241273372276,104.14158720643356,105.52581492471379,71.70997981669674,44.207241273372276,57621000000.0,13390000000.0,104511000000.0
CSGP,evaluated,,True,True,2761650018.328446,552892457.8445748,1113546783.3577714,597542165.2777243,947488596.3942101,,7823732165.277724,,26.35208413151202,8.424858610652217,31.107099334101935,3.0578117534639273,22.19144582924584,10.64432471169402,2736200000.0,138700000.0,7553500000.0
ROST,evaluated,,True,True,18477982309.661526,13783726371.613201,2727116582.613969,1007062747.3720698,1548917338.1241162,4498836837.017116,4917066920.330332,13571604745.047617,12.557218981928171,9.308876238647079,18.655301315107724,9.774610415284416,8.288561348702485,8.573977859296305,20376941000.0,1874520000.0,4871326000.0
ES,evaluated,,True,True,11543739515.058014,6846305863.922998,128805388.22439225,2538163222.265476,3676426149.3165517,115437395.15058017,16712055222.265476,58230067269.82365,42.256183036274926,17.423975682662995,69.52820709117655,66.26509179783773,23.165766197843773,13.95246575927348,11900809000.0,811653000.0,15039387000.0
NVDA,evaluated,,True,True,27034133759.381737,11643900274.94984,9800800549.899681,3258078748.415299,3516842138.8571386,5436942648.292543,25180811316.093723,37376308268.819855,62.75122948044156,35.21752899628083,74.21263288197612,35.21752899628083,54.72824709936738,40.604282340339836,60922000000.0,29760000000.0,42978000000.0
EIX,evaluated,,True,True,15501175609.756096,9131063414.634146,834926829.2682925,891278432.4637448,2696434546.5993614,327329268.29268265,14985278432.463745,85592918124.89046,22.84793922094995,7.3754859662504035,30.800692940693995,12.675608824417123,17.281011617129128,6.714912235141021,17599000000.0,1546000000.0,15565000000.0
NDSN,evaluated,,True,True,2667553904.030378,1221043067.7572057,763788328.1284865,312979395.3790392,560192355.3626106,208578852.43731022,2768187964.9488916,7089046357.91431,29.782606993961053,10.548570116358679,16.142890722178954,9.825990995185164,39.33040838420852,23.766918538732327,2689921000.0,467284000.0,2932192000.0
BRK-B,evaluated,,True,True,659005500000.0,395403300000.0,38187000000.0,163100764462.2508,211684942350.16373,,695506864462.2507,,35.73318969794828,24.263065785565026,36.47102224665398,41.327392988588656,35.179815286419,8.039708082425786,424232000000.0,88995000000.0,649368000000.0
VRTX,evaluated,,True,True,10906324100.014557,1394840744.8464286,3938971914.855499,4507359497.959354,5391572595.691115,13392425760.645561,21001879497.959354,30403072553.20814,50.33476669833944,25.702621315244425,46.72839026953369,13.531835703841557,52.859230198503475,32.86289907745138,11020100000.0,-535600000.0,16409600000.0
NTRS,evaluated,,True,True,6785822376.205408,4071493425.7232447,74936076.4361356,,2388292874.0460277,,,,41.41776972079298,14.053079247850835,41.44503592244021,19.95961038846503,41.40140999980465,7.639349422525508,8290400000.0,2031100000.0,12788400000.0
ALGN,evaluated,,True,True,3994246374.170434,1194880789.4800963,925390726.3012315,1505448092.4434464,1725445829.6292088,2205261780.7196903,5002421192.443446,7511145531.396355,29.157977759331146,7.778160710322538,19.925114978237502,2.3811096204188327,35.6209817060967,9.371373084801373,3999012000.0,421362000.0,3851985000.0
MTB,evaluated,,True,True,11022389117.683764,6613433470.610258,126667165.85548483,884442421.3230586,3759747368.7633653,,26509470533.772858,,40.889347896171984,18.671670439688263,47.507520152948835,32.33566325882487,34.27117563939514,10.377621192403248,9231000000.0,2588000000.0,29027000000.0
MMM,evaluated,,True,True,17694121943.381344,10772492038.91437,15476784597.855621,-11159211029.033688,-10212543421.279123,4123355926.2613583,-6352211029.033688,54022373069.44929,70.1326726211462,30.373136290330432,85.9896937726057,32.5574686213518,59.032757815124555,29.450406530271245,24575000000.0,4173000000.0,3842000000.0
TRGP,evaluated,,True,True,12323731525.862644,9212699681.793423,267571912.29729855,466801505.65851676,1364966731.8225753,123237315.25862646,2725444985.374117,20192622869.450153,33.97895831286586,27.305321895431703,41.55874337354377,28.271978719150308,28.67310877039132,20.09081516816676,16381500000.0,1312000000.0,2592400000.0
